time,survival_probability,dataset_role
2039.9538811022242,0.3312628980933549,synthetic
2054.3197535043523,0.3275742741403369,synthetic
2068.6856259064807,0.3239156231474782,synthetic
2083.051498308609,0.32028690267152315,synthetic
2097.4173707107375,0.316688065778886,synthetic
2111.783243112866,0.3131190611548834,synthetic
2126.1491155149943,0.309579833211348,synthetic
2140.5149879171227,0.3060703221926374,synthetic
2154.880860319251,0.30259046428006253,synthetic
2169.246732721379,0.2991401916947514,synthetic
2183.6126051235074,0.29571943279896706,synthetic
2197.9784775256358,0.2923281121958975,synthetic
2212.344349927764,0.2889661508279365,synthetic
2226.7102223298925,0.28563346607346973,synthetic
2241.076094732021,0.28232997184218667,synthetic
2255.4419671341493,0.27905557866893105,synthetic
2269.8078395362777,0.2758101938061095,synthetic
2284.173711938406,0.2725937213146721,synthetic
2298.539584340534,0.2694060621536824,synthetic
2312.9054567426624,0.26624711426849007,synthetic
2327.271329144791,0.2631167726775241,synthetic
2341.637201546919,0.26001492955772004,synthetic
2356.0030739490476,0.2569414743285962,synthetic
2370.368946351176,0.2538962937349945,synthetic
2384.7348187533044,0.2508792719284983,synthetic
2399.1006911554327,0.24789029054754486,synthetic
2413.466563557561,0.24492922879624257,synthetic
2427.8324359596895,0.241995963521911,synthetic
2442.1983083618175,0.23909036929135363,synthetic
2456.564180763946,0.23621231846587967,synthetic
2470.9300531660742,0.23336168127508833,synthetic
2485.2959255682026,0.23053832588942677,synthetic
2499.661797970331,0.22774211849153786,synthetic
2514.0276703724594,0.22497292334640806,synthetic
2528.393542774588,0.22223060287033128,synthetic
2542.759415176716,0.21951501769869908,synthetic
2557.1252875788446,0.21682602675263188,synthetic
2571.4911599809725,0.21416348730446264,synthetic
2585.857032383101,0.2115272550420858,synthetic
2600.2229047852293,0.20891718413218532,synthetic
2614.5887771873577,0.20633312728235217,synthetic
2628.954649589486,0.20377493580210446,synthetic
2643.3205219916144,0.20124245966282314,synthetic
2657.686394393743,0.1987355475566143,synthetic
2672.052266795871,0.19625404695411056,synthetic
2686.4181391979996,0.19379780416122402,synthetic
2700.7840116001275,0.19136666437486113,synthetic
2715.149884002256,0.18896047173761313,synthetic
2729.5157564043843,0.18657906939143262,synthetic
2743.8816288065127,0.1842222995303087,synthetic
2758.247501208641,0.1818900034519505,synthetic
2772.6133736107695,0.17958202160849357,synthetic
2786.979246012898,0.17729819365623736,synthetic
2801.3451184150263,0.1750383585044279,synthetic
2815.7109908171547,0.17280235436309468,synthetic
2830.0768632192826,0.17059001878995478,synthetic
2844.442735621411,0.16840118873639393,synthetic
2858.8086080235394,0.166235700592537,synthetic
